Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price (£)
Chevrolet,Fiesta,3.7318018718265855,Petrol,2001,154898,32087
Volkswagen,3 Series,2.3374959529731822,Diesel,2008,193289,39997
Honda,Model 3,4.388104252985324,Hybrid,2016,168644,3653
Ford,A4,1.8762618620295637,Diesel,2022,41285,27768
Toyota,Fiesta,4.9518556687720885,Electric,2011,188667,3791
Tesla,Corolla,1.7407500041896173,Hybrid,2002,83169,42976
Chevrolet,Model 3,4.224801944562611,Petrol,2021,150771,24552
Mercedes-Benz,Cruze,3.916410314362521,Petrol,2015,30785,16291
Volkswagen,Altima,4.61716707577116,Electric,2019,62066,28516
Honda,Corolla,1.887007772053856,Petrol,2001,56209,42764
Ford,Golf,3.012961420639913,Petrol,2020,21341,27445
Nissan,3 Series,2.8817954205524687,Petrol,2018,34461,41176
Volkswagen,Model 3,3.1649255348901835,Hybrid,2012,17963,4030
Ford,C-Class,4.662350228633226,Diesel,2011,113436,36788
Mercedes-Benz,Civic,2.696571179958534,Electric,2015,124516,26745
Nissan,3 Series,2.8720447547802936,Petrol,2014,4361,16166
Audi,Model 3,4.181053041875755,Electric,2016,25388,14401
Tesla,Model 3,4.300673743610403,Hybrid,2017,103120,27107
Tesla,Golf,3.8722720924999185,Diesel,2022,183412,13327
Honda,Model 3,3.3048774220456343,Hybrid,2021,62229,32365
BMW,3 Series,1.025642450914443,Diesel,2021,8287,36380
Toyota,A4,3.0324027566991507,Electric,2004,57820,17569
Toyota,Model 3,4.047103397765495,Petrol,2000,37770,38040
Ford,Fiesta,1.3501951532817356,Hybrid,2018,117568,5967
Toyota,Altima,2.368765335231003,Diesel,2000,138435,44585
Mercedes-Benz,Altima,2.493968145186462,Petrol,2004,57473,12431
Ford,3 Series,4.934044645504317,Hybrid,2001,77343,19545
Nissan,C-Class,4.5944397305421205,Petrol,2006,149808,39879
Volkswagen,Civic,2.1791507020047827,Electric,2007,75979,48816
Volkswagen,A4,4.693471626912365,Hybrid,2000,125054,31808
Tesla,Model 3,1.3372808095908488,Electric,2002,142840,11712
Tesla,Model 3,4.923671164495708,Diesel,2006,110688,16646
Audi,Altima,1.8592420196579504,Hybrid,2009,38990,33616
Chevrolet,A4,1.6373361030233364,Diesel,2015,145870,26287
Volkswagen,A4,2.609921994729512,Petrol,2021,36764,26298
Volkswagen,Golf,4.541174462457423,Hybrid,2009,115385,24566
Tesla,A4,4.197310360737238,Diesel,2013,148835,36519
Ford,Fiesta,3.3727521744429003,Diesel,2007,35400,8416
Mercedes-Benz,Golf,1.1319229194689093,Electric,2009,197087,26746
Nissan,Altima,1.27588923750575,Petrol,2013,174801,14852
Toyota,Golf,2.1263598231384084,Hybrid,2014,77568,28047
BMW,C-Class,1.7745722433989757,Petrol,2002,70546,19917
Toyota,Fiesta,4.3882273419491895,Diesel,2004,14555,9178
BMW,Fiesta,1.095840754793696,Electric,2009,177778,8005
Audi,C-Class,2.2964225162572767,Diesel,2020,22417,38884
BMW,C-Class,3.832549528927757,Hybrid,2011,143767,26167
Nissan,3 Series,1.4064930696154145,Petrol,2015,91794,29199
Mercedes-Benz,Fiesta,1.9761925013699813,Hybrid,2008,8828,8616
Nissan,C-Class,2.2650655350635844,Petrol,2014,107666,43344
BMW,3 Series,3.7247396446021384,Electric,2000,80032,18737
Toyota,C-Class,3.517763179632347,Hybrid,2022,10901,5035
Ford,Golf,4.365699801570704,Diesel,2016,143241,15604
BMW,Corolla,1.2448491810967353,Diesel,2017,187858,20455
Nissan,Corolla,2.2040267972460064,Petrol,2012,6963,5479
Chevrolet,Cruze,3.5383732616688603,Petrol,2015,14393,45544
Honda,3 Series,4.668216662120125,Petrol,2003,110006,20277
Mercedes-Benz,Fiesta,4.99234926645388,Petrol,2006,176333,48235
Volkswagen,Civic,2.461391128059652,Diesel,2021,86146,37375
Honda,A4,3.985806193036259,Electric,2014,96257,34604
Mercedes-Benz,Cruze,1.2908520309917968,Diesel,2005,13210,1181
Tesla,Altima,1.0619734048590908,Electric,2003,132377,35572
Audi,Altima,4.837342565219975,Electric,2001,126308,6182
Mercedes-Benz,Civic,2.521590299685023,Electric,2017,167918,15763
Toyota,Golf,3.6053197927072573,Hybrid,2021,151499,14729
Toyota,Corolla,3.474654764661235,Diesel,2021,73693,34316
Mercedes-Benz,Corolla,2.2504296330883484,Hybrid,2018,127369,39294
Tesla,Civic,2.3226935042142185,Hybrid,2002,16622,8884
BMW,Altima,3.7220078612300633,Hybrid,2000,17499,2047
Audi,Golf,3.765774165589595,Diesel,2022,191826,7542
BMW,Cruze,4.750002712001737,Petrol,2016,48849,3436
Chevrolet,Civic,3.8268926136553763,Petrol,2008,184974,47011
Honda,Civic,3.2079583183130773,Diesel,2002,23941,7746
Chevrolet,Civic,1.2593695534184257,Hybrid,2009,194916,33205
Honda,A4,4.915216910032583,Petrol,2005,183044,24056
Mercedes-Benz,3 Series,2.953076071631796,Electric,2021,52556,10585
Honda,Fiesta,1.7558486174502064,Diesel,2004,13620,32374
Tesla,Altima,2.6553154906735155,Electric,2011,2910,42640
Nissan,Corolla,4.697115783273825,Petrol,2019,44706,38569
Nissan,Golf,4.856893186771535,Diesel,2012,185605,37123
Mercedes-Benz,3 Series,4.017015223939276,Petrol,2005,171983,22070
Ford,A4,3.0144736347995056,Hybrid,2008,106201,1172
Audi,Corolla,1.0611770119690909,Petrol,2020,127281,41137
Volkswagen,Civic,4.685170771285948,Hybrid,2007,143081,43952
Chevrolet,Fiesta,4.013494632389937,Petrol,2019,113363,2788
BMW,C-Class,3.7783518971849497,Diesel,2012,56017,18127
BMW,3 Series,4.300267916269212,Hybrid,2018,107980,34133
Mercedes-Benz,Corolla,2.645241319930402,Diesel,2008,188440,31625
Mercedes-Benz,Corolla,2.469064211546648,Petrol,2005,22665,2373
Audi,Model 3,4.320315899742937,Electric,2013,61506,41700
Mercedes-Benz,Golf,4.1705032708097765,Diesel,2007,57955,46829
Ford,Fiesta,1.5321302564047694,Diesel,2011,93640,14651
Audi,Corolla,3.212740976943531,Petrol,2013,132347,28709
Honda,Golf,1.910355539705233,Petrol,2021,147205,22487
Nissan,Corolla,4.465129846319861,Petrol,2013,185792,46775
Audi,Altima,3.854076635273795,Electric,2011,144907,26018
Tesla,Golf,2.1315479584095653,Electric,2007,175037,26222
Volkswagen,Corolla,4.125102294883613,Petrol,2014,38160,31087
Toyota,3 Series,4.067975290676804,Electric,2017,17475,10570
Mercedes-Benz,A4,4.724090686314764,Hybrid,2000,83779,39146
Volkswagen,Cruze,3.903934148469451,Electric,2019,190957,44631
BMW,Fiesta,4.133201025689253,Hybrid,2000,104483,48654
Chevrolet,Golf,1.9598773433362378,Diesel,2010,30866,2536
Honda,Model 3,4.3804553845668295,Electric,2017,154594,11379
BMW,Altima,2.4378996316183903,Electric,2014,12086,10776
Toyota,Golf,3.649607638345134,Electric,2018,12397,4403
Volkswagen,Corolla,4.9141675713220145,Diesel,2011,146762,49919
Volkswagen,3 Series,2.5312808862838003,Petrol,2005,14144,7638
Toyota,Golf,1.5038081858532921,Electric,2008,138822,19528
Toyota,Altima,2.9059818431985507,Electric,2008,45356,39826
Mercedes-Benz,Cruze,3.195839712748166,Petrol,2019,115704,20299
Mercedes-Benz,C-Class,4.7457453930339355,Hybrid,2019,119154,15812
BMW,Fiesta,2.6737876437688133,Hybrid,2009,13240,28550
Ford,3 Series,1.3545158699632265,Electric,2008,57756,2907
Ford,A4,2.5993174696753947,Petrol,2010,38684,21687
Ford,Model 3,3.686840157227565,Hybrid,2019,117388,35946
Mercedes-Benz,Civic,3.263133636003995,Diesel,2001,176999,13653
Ford,Corolla,1.6556592619693267,Electric,2015,109361,45752
Chevrolet,A4,4.990760235228336,Hybrid,2020,135232,27118
Chevrolet,Corolla,2.6323566351727754,Electric,2007,20478,11910
Chevrolet,Model 3,3.4802597942131306,Hybrid,2006,60041,9362
Ford,Corolla,4.998896425939964,Electric,2014,9083,9944
Honda,A4,1.9167463126672084,Electric,2008,113680,10832
Audi,C-Class,4.995980287169241,Diesel,2021,33973,39408
Audi,3 Series,3.2428238217709024,Electric,2016,49082,25746
Nissan,Corolla,2.821130327507894,Hybrid,2003,135054,24523
Ford,A4,1.3172043391158939,Electric,2011,147277,15741
Ford,Altima,4.028364408103805,Petrol,2002,26551,48136
Mercedes-Benz,C-Class,2.0669239160976063,Diesel,2019,92332,19036
Audi,A4,2.551437961162752,Electric,2022,59195,27816
Tesla,Cruze,4.655057956549795,Petrol,2010,83153,22575
Chevrolet,Fiesta,3.2235736858231596,Hybrid,2019,37688,38565
Honda,Golf,4.102562081339694,Hybrid,2020,74095,4392
Chevrolet,Golf,1.4188517632551507,Petrol,2005,139393,25267
Audi,Altima,4.186536236575311,Hybrid,2003,75040,36097
Nissan,Altima,4.185700704259274,Diesel,2014,91414,36074
Honda,A4,3.6992291596562485,Electric,2009,26717,35658
Tesla,Model 3,1.155026320599145,Diesel,2001,35712,43219
BMW,Fiesta,2.3230442211242845,Diesel,2015,2777,4364
Audi,Golf,1.5310651467278888,Hybrid,2002,173502,39556
Mercedes-Benz,3 Series,3.495929808052223,Diesel,2006,76018,44376
Toyota,Model 3,1.9648391351205028,Diesel,2002,141108,7187
Mercedes-Benz,Altima,3.825176430938799,Electric,2018,38050,15691
Mercedes-Benz,Model 3,3.4879824711010046,Diesel,2000,35339,15524
Ford,Fiesta,4.127294234088875,Hybrid,2009,97983,22250
Audi,C-Class,1.1494617518432073,Petrol,2019,89243,7769
Ford,C-Class,1.3784390919064715,Diesel,2020,14029,49901
Mercedes-Benz,Golf,3.8029349613157435,Petrol,2001,169682,6022
Honda,3 Series,4.135971839972484,Hybrid,2008,146069,31125
Volkswagen,3 Series,4.860337007239005,Electric,2006,184571,16253
Chevrolet,Fiesta,4.453363608280401,Electric,2011,70040,2628
Volkswagen,C-Class,1.6853785789890128,Hybrid,2014,191740,10329
BMW,Model 3,2.7935407859842556,Petrol,2016,171600,6536
Toyota,C-Class,4.427135665657089,Diesel,2002,80483,22439
Honda,Altima,3.297705341931073,Diesel,2010,190173,46916
Nissan,Corolla,1.0910870285876149,Hybrid,2002,86735,32697
BMW,Cruze,4.467864822224994,Electric,2012,135055,7074
Ford,Altima,2.8689245606463234,Hybrid,2008,140371,36168
Tesla,Corolla,3.5342328123134905,Electric,2012,121131,39164
Honda,Cruze,1.0173972558043296,Diesel,2000,56831,17582
Honda,Model 3,3.4017517836269353,Electric,2017,125180,31085
Tesla,3 Series,1.3634278598179708,Electric,2011,55014,20756
Ford,Altima,4.108013227705172,Electric,2003,123290,28168
Mercedes-Benz,Model 3,2.6785829699054147,Diesel,2004,139340,26066
Audi,Corolla,3.250175192260081,Hybrid,2014,159238,14634
Nissan,Golf,2.303733241439961,Diesel,2007,172811,7148
Honda,Corolla,3.95931947021798,Electric,2009,88393,30650
Ford,Fiesta,3.9583941875563915,Diesel,2002,66315,2887
Chevrolet,Model 3,3.610450404581472,Electric,2015,133143,32300
Mercedes-Benz,3 Series,2.56452149969429,Petrol,2002,95691,24219
BMW,3 Series,4.10511733876989,Petrol,2004,142258,20775
Chevrolet,Cruze,3.4000941669817952,Petrol,2000,143926,15647
BMW,C-Class,1.3421828798109625,Diesel,2019,123489,38495
Volkswagen,Civic,3.6432448535075577,Diesel,2004,176068,42162
Mercedes-Benz,3 Series,4.39166865327376,Electric,2019,106832,46934
Honda,3 Series,3.9006058393568095,Electric,2011,175628,5773
Honda,Golf,3.412553459261865,Petrol,2022,109543,30123
Honda,A4,3.931604742084006,Petrol,2016,16774,26829
Tesla,3 Series,3.519426679730379,Hybrid,2018,194971,1605
Honda,Altima,1.3172326020908232,Diesel,2019,29055,44358
Nissan,Civic,2.4810927014468707,Hybrid,2017,169014,15405
Ford,Cruze,4.7477687565422,Petrol,2019,23926,35940
Mercedes-Benz,Model 3,3.73089774166466,Petrol,2009,135280,6558
Chevrolet,3 Series,3.3798808308723616,Electric,2020,96858,24961
BMW,Fiesta,3.5815959150597614,Electric,2008,16357,3402
Honda,A4,4.2916668589253595,Electric,2019,54120,32171
Audi,Fiesta,1.5874246785566566,Hybrid,2021,95247,20756
Toyota,Altima,3.432331482349357,Diesel,2015,16787,41872
Chevrolet,A4,1.87787487069154,Hybrid,2021,144967,46686
Ford,Golf,2.853867988642672,Petrol,2018,122273,20070
Audi,A4,3.754547815513462,Petrol,2013,60468,33495
Mercedes-Benz,3 Series,3.7237305224935224,Diesel,2000,52290,22399
Audi,Cruze,1.8647168790130948,Electric,2001,130190,41595
Nissan,Corolla,3.29472921829049,Petrol,2022,195578,9014
Volkswagen,Altima,2.447434562301058,Diesel,2006,170503,16763
Toyota,Cruze,3.3479247250173803,Hybrid,2020,114493,13382
Volkswagen,C-Class,4.354106378578554,Hybrid,2007,190028,46181
Nissan,Corolla,3.433598070870478,Diesel,2018,81812,33196
Volkswagen,3 Series,1.7451914400395352,Electric,2006,199269,8568
Honda,C-Class,4.364574144234474,Petrol,2018,197890,41222
Nissan,Civic,3.1060382611306143,Electric,2003,31161,14945
Nissan,3 Series,2.0181295731878235,Petrol,2019,158293,34768
Chevrolet,3 Series,1.2429803518948215,Diesel,2007,56290,47842
BMW,Fiesta,1.1667764931654756,Diesel,2001,188307,38653
Tesla,Golf,3.5745265123817536,Hybrid,2016,154565,29818
Tesla,Golf,2.128759512034716,Hybrid,2011,108340,5833
Chevrolet,Golf,4.739211750486129,Hybrid,2010,196970,37479
Mercedes-Benz,Corolla,2.6121095507486634,Petrol,2015,80516,26519
Ford,Cruze,3.7916106855262894,Electric,2004,148516,39193
Nissan,C-Class,4.199446217182013,Diesel,2002,122402,43141
Honda,3 Series,3.709419273226859,Diesel,2011,11718,10416
Audi,3 Series,2.6419603490305534,Hybrid,2014,133508,37564
BMW,3 Series,1.0957618024912272,Diesel,2001,123019,34242
Chevrolet,Corolla,1.946475244890344,Hybrid,2018,153934,45609
Honda,Golf,4.536216520620171,Petrol,2005,22712,25226
Volkswagen,Corolla,1.0373024902611125,Electric,2017,101120,15795
BMW,Altima,3.0412191177037773,Hybrid,2002,21112,18226
BMW,3 Series,2.439649118903659,Petrol,2001,134783,3497
Toyota,3 Series,3.45014633031996,Diesel,2006,117154,22538
Audi,Corolla,1.0721819424187506,Hybrid,2005,184370,37520
Volkswagen,Cruze,3.0602665717056854,Hybrid,2020,9570,10761
Tesla,Golf,3.2460946913623427,Hybrid,2017,14961,40553
Toyota,A4,3.3041938346150372,Petrol,2017,48732,43670
Tesla,Model 3,4.386138723971371,Diesel,2012,123326,6184
Nissan,Cruze,4.961515719665202,Diesel,2019,20737,34588
Chevrolet,C-Class,1.0880254658651443,Diesel,2004,135483,43604
Ford,Model 3,3.1461405933938456,Hybrid,2015,190189,39406
BMW,3 Series,3.5029948132626005,Diesel,2017,14100,20777
Honda,Fiesta,3.719144442001076,Electric,2006,148462,10926
BMW,A4,4.043016849537969,Electric,2003,114290,46715
Honda,C-Class,3.6093994138588408,Petrol,2011,97524,36445
BMW,Civic,2.225400218260138,Hybrid,2005,186969,36846
Chevrolet,Corolla,2.8202764421315822,Electric,2010,37817,19386
Volkswagen,Altima,2.667230124139058,Hybrid,2013,14027,20850
Mercedes-Benz,C-Class,1.7042130709170684,Petrol,2014,14620,10825
Ford,Golf,2.686321867987053,Hybrid,2017,113597,1549
BMW,Corolla,3.4196010384222193,Electric,2018,151178,37893
Chevrolet,Golf,2.478323401313933,Hybrid,2022,193767,39335
Toyota,Cruze,4.16243324266693,Diesel,2003,101629,38947
Chevrolet,Altima,4.161765454995009,Electric,2010,65887,21994
Mercedes-Benz,Golf,1.962088355885161,Diesel,2018,82745,16770
Audi,Model 3,3.520065942151877,Petrol,2009,171904,4853
Mercedes-Benz,Model 3,3.4173916427833237,Diesel,2000,184068,1142
Tesla,C-Class,2.7286772062677174,Diesel,2011,166291,25266
Chevrolet,Civic,1.8591864952503405,Electric,2000,165940,6160
Ford,Corolla,1.0379426954637658,Hybrid,2013,159630,38379
Volkswagen,Cruze,2.6028202252230153,Petrol,2013,24300,46635
Audi,C-Class,3.4211228384918697,Petrol,2020,86063,33553
Mercedes-Benz,A4,3.0488335017834056,Diesel,2007,84410,21092
Toyota,Cruze,3.2195744497953944,Diesel,2013,44492,18807
Ford,3 Series,4.161376978665025,Diesel,2008,171523,41428
Chevrolet,Model 3,4.009962226203466,Hybrid,2005,76780,19902
Toyota,Fiesta,4.9452705669819546,Petrol,2000,175221,5045
Nissan,A4,3.124721120942814,Diesel,2022,38141,21230
Honda,C-Class,1.377635017902477,Petrol,2016,116430,37322
Nissan,Golf,1.5562417988479513,Petrol,2008,127793,26088
Chevrolet,Altima,2.796302615054901,Diesel,2000,191402,13866
Mercedes-Benz,A4,4.611070683522943,Diesel,2011,147258,11012
Volkswagen,Fiesta,2.963246118921331,Petrol,2018,45934,42753
Tesla,Corolla,4.912078422714419,Electric,2018,88855,31337
Toyota,Fiesta,3.3041335213162797,Hybrid,2007,133385,11694
Nissan,Cruze,1.5664629909046797,Petrol,2017,131728,11096
Mercedes-Benz,A4,1.9494908637047494,Electric,2016,119127,22042
BMW,Altima,1.7810641097488227,Hybrid,2006,171043,42266
Nissan,Golf,3.9579907849947893,Hybrid,2001,102558,12086
Ford,C-Class,1.177445652742945,Petrol,2014,102944,2839
Toyota,A4,1.249929692701241,Petrol,2006,196648,33235
Audi,Altima,1.9444560913037523,Hybrid,2013,10012,9198
Honda,C-Class,1.2840038514865126,Diesel,2017,67508,36738
Nissan,Model 3,4.823219073395865,Petrol,2006,132438,35357
Audi,Corolla,2.282126467980486,Hybrid,2001,12813,43449
Nissan,Corolla,3.0386427385570616,Hybrid,2016,189284,48398
Volkswagen,3 Series,2.0292789753921823,Petrol,2007,128705,22831
Mercedes-Benz,3 Series,2.4569886065865143,Diesel,2015,98936,33025
BMW,Fiesta,4.284695789420034,Petrol,2019,181048,19068
Toyota,Model 3,1.410884325230907,Hybrid,2007,102896,25677
Ford,A4,1.4163990249133542,Hybrid,2011,67273,40554
Chevrolet,Fiesta,4.051594733812983,Electric,2006,165636,41058
Toyota,Civic,4.786700432901698,Electric,2013,100649,4207
Tesla,Cruze,3.3451428038895505,Hybrid,2018,167120,44303
BMW,Cruze,1.6680743010507553,Diesel,2012,135029,23963
Ford,3 Series,4.60362204756395,Electric,2015,105680,42423
Nissan,Altima,4.1737935456044655,Electric,2002,193471,22790
Audi,Cruze,4.725870736477654,Diesel,2016,150453,5705
Audi,Cruze,4.652429979083983,Diesel,2003,174693,6049
Volkswagen,Cruze,3.812049609363077,Electric,2022,5254,26532
Mercedes-Benz,Corolla,3.7543866784921374,Hybrid,2009,47604,19390
Audi,Golf,2.994633803020781,Electric,2021,86678,2625
Honda,A4,2.526791706353352,Hybrid,2015,99666,22221
Tesla,C-Class,4.9334623038780645,Diesel,2005,120618,29252
Honda,Altima,4.655964722975403,Diesel,2017,77353,25725
Honda,Civic,1.1113235773286156,Petrol,2009,87770,14323
Nissan,Model 3,2.839029236275264,Hybrid,2009,54162,49876
Honda,3 Series,4.249048763918843,Hybrid,2001,19213,44991
Mercedes-Benz,A4,3.2586842905917677,Diesel,2002,104522,7745
Toyota,Cruze,4.342176860507912,Petrol,2008,88856,4297
Tesla,Model 3,3.7513118536138013,Diesel,2021,192745,19957
Honda,Fiesta,1.9464105303688464,Hybrid,2019,198854,5384
Audi,Fiesta,1.2106170866896617,Hybrid,2008,136396,17044
Nissan,Civic,2.574755047422085,Electric,2009,152911,2320
Volkswagen,Fiesta,3.941313468845736,Petrol,2011,65752,23170
Nissan,Altima,2.5584877729996203,Electric,2017,111955,14106
Ford,Civic,3.009310851268727,Electric,2003,148185,21498
Ford,Cruze,4.202170754870886,Electric,2004,166475,6469
Chevrolet,Altima,3.5911441236470645,Electric,2003,134679,37516
Ford,3 Series,1.1628743176204401,Electric,2002,178737,38632
Tesla,Corolla,3.1485071463486975,Diesel,2013,22088,2585
BMW,Golf,2.566778564130278,Hybrid,2020,163751,36334
Ford,Altima,1.9674605872713737,Petrol,2004,150397,27916
Honda,A4,3.656173606040857,Hybrid,2014,31389,38783
Chevrolet,Corolla,2.8267874128328825,Electric,2000,25290,16046
Volkswagen,A4,4.063929000015892,Hybrid,2003,95604,34632
Mercedes-Benz,3 Series,2.9789034261493805,Diesel,2001,116174,42394
Nissan,Golf,3.398574019096021,Electric,2002,61890,29607
Nissan,Civic,3.671336669848598,Hybrid,2004,44592,30859
Mercedes-Benz,Altima,2.9505560980203063,Electric,2000,149733,8677
Tesla,Civic,2.4504204309566373,Diesel,2016,165254,38150
Ford,Corolla,3.041023333662729,Petrol,2000,96829,31012
Mercedes-Benz,Golf,4.168276764606981,Petrol,2008,164132,29146
Honda,Cruze,1.2238697977120774,Petrol,2019,88129,17470
Honda,C-Class,3.4249507173727882,Petrol,2010,125488,15274
Volkswagen,C-Class,1.3416854608209365,Electric,2011,12487,27342
Mercedes-Benz,A4,3.1647426341635705,Petrol,2015,161478,33794
Volkswagen,Fiesta,3.805633226499934,Petrol,2014,178602,21790
Tesla,Cruze,2.7584064909745636,Diesel,2010,33292,12823
Ford,Golf,4.358847041126053,Hybrid,2014,192264,19410
Honda,Cruze,4.118644237310752,Electric,2000,180487,20272
Chevrolet,A4,4.655730972951936,Petrol,2005,81264,25884
Volkswagen,Corolla,1.9692253607270653,Electric,2015,186207,29486
Toyota,Altima,1.7563579554872106,Hybrid,2020,92105,44447
Toyota,Civic,1.9365336295649165,Diesel,2014,126439,13328
Ford,Golf,1.010488932642735,Petrol,2003,18586,38064
Chevrolet,Fiesta,1.3142202115302544,Diesel,2000,27183,16892
Ford,Civic,4.556129511416968,Diesel,2013,182129,4132
Ford,Model 3,1.4779175433142528,Diesel,2011,140102,44427
Ford,Corolla,1.565544326370155,Petrol,2018,93855,29446
Audi,Corolla,1.0962780146598887,Diesel,2004,156375,19853
Ford,C-Class,2.008784414919916,Hybrid,2021,38455,17338
BMW,3 Series,4.363941364073979,Electric,2006,194945,8779
Audi,Corolla,2.902764902891578,Hybrid,2005,80847,4201
Mercedes-Benz,Civic,3.795618039972603,Diesel,2002,136710,24422
Tesla,Golf,4.749132218174983,Petrol,2008,86544,27282
Nissan,3 Series,4.24508957146113,Electric,2016,88433,9105
BMW,A4,3.104184878041741,Hybrid,2007,126390,6300
Nissan,Corolla,1.8550630477263628,Hybrid,2007,37342,43640
Audi,Model 3,4.325886409852007,Hybrid,2018,87106,6345
Ford,Model 3,1.5913969640923358,Electric,2017,122091,5239
Ford,Golf,3.847787783458296,Electric,2001,93823,32195
Toyota,Altima,2.1852838654231066,Petrol,2013,128670,31955
Mercedes-Benz,Civic,3.9462638499613174,Petrol,2005,166765,12257
Toyota,Cruze,1.7693350152228526,Petrol,2019,12717,22411
Honda,A4,4.632317160592281,Diesel,2007,119296,20941
Chevrolet,Golf,3.5991846192505976,Petrol,2021,129655,16000
Toyota,3 Series,4.794871770766704,Diesel,2019,107111,44612
Nissan,Fiesta,4.403736776478507,Diesel,2020,135405,12880
Nissan,Altima,4.042964490371837,Electric,2011,25063,2056
Chevrolet,Model 3,3.5631948029968066,Diesel,2000,112936,42849
